beneficiary_id,scheme,district,bank_account,transaction_date,amount,is_fraud
BEN01824,Old Age Pension,District A,ACC8730507757,2025-01-31,2004.38,0
BEN00254,Old Age Pension,District E,ACC6928691380,2025-01-31,2000.74,0
BEN00068,Widow Pension,District A,ACC6687206971,2025-01-31,2504.14,0
BEN01004,Old Age Pension,District D,ACC9856756553,2025-01-31,2005.95,0
BEN01003,Old Age Pension,District A,ACC3975418439,2025-01-31,2004.87,0
BEN01772,Old Age Pension,District C,ACC6745958212,2025-01-31,1999.74,0
BEN01002,Old Age Pension,District A,ACC8102515984,2025-01-31,1997.22,0
BEN01672,Widow Pension,District E,ACC8833889083,2025-01-31,2503.33,0
BEN01855,Scholarship,District A,ACC2770980600,2025-01-31,5003.36,0
BEN01673,Old Age Pension,District A,ACC8477300991,2025-01-31,2002.14,0
BEN00841,Widow Pension,District C,ACC8598503901,2025-01-31,2502.97,0
BEN00762,Old Age Pension,District D,ACC7640078465,2025-01-31,1994.73,0
BEN01854,Widow Pension,District E,ACC5735817014,2025-01-31,2490.82,0
BEN00066,Widow Pension,District E,ACC4274958945,2025-01-31,2509.94,0
BEN00092,Scholarship,District B,ACC3030106617,2025-01-31,4994.75,0
BEN00313,Disability Pension,District C,ACC6756711494,2025-01-31,2993.63,0
BEN00717,Widow Pension,District B,ACC9049270990,2025-01-31,2497.87,0
BEN01908,Scholarship,District D,ACC3853978147,2025-01-31,5000.51,0
BEN01866,Scholarship,District A,ACC6000009225,2025-01-31,5000.31,0
BEN01011,Old Age Pension,District E,ACC7896596272,2025-01-31,2006.87,0
BEN00046,Widow Pension,District E,ACC2970753705,2025-01-31,2504.1,0
BEN01675,Old Age Pension,District E,ACC4526242854,2025-01-31,2002.17,0
BEN01010,Old Age Pension,District E,ACC5952894290,2025-01-31,1992.62,0
BEN00757,Disability Pension,District B,ACC4386667704,2025-01-31,3002.4,0
BEN01674,Old Age Pension,District C,ACC9019515562,2025-01-31,1998.66,0
BEN00765,Disability Pension,District A,ACC4485356009,2025-01-31,2999.21,0
BEN00761,Scholarship,District A,ACC5485387618,2025-01-31,4995.17,0
BEN01763,Disability Pension,District C,ACC1818520766,2025-01-31,2994.87,0
BEN00671,Scholarship,District C,ACC5539308214,2025-01-31,5006.13,0
BEN01867,Old Age Pension,District E,ACC8394040015,2025-01-31,2000.96,0
BEN01805,Disability Pension,District B,ACC4895020135,2025-01-31,3005.38,0
BEN00920,Old Age Pension,District A,ACC4503614567,2025-01-31,2004.48,0
BEN01701,Scholarship,District C,ACC5333183840,2025-01-31,5006.57,0
BEN00918,Widow Pension,District C,ACC7581349462,2025-01-31,2500.93,0
BEN00660,Widow Pension,District E,ACC3587283948,2025-01-31,2496.26,0
BEN00321,Old Age Pension,District A,ACC4405620755,2025-01-31,1999.74,0
BEN00955,Disability Pension,District E,ACC3057629778,2025-01-31,3000.48,0
BEN00917,Widow Pension,District D,ACC5992908271,2025-01-31,2506.91,0
BEN00682,Disability Pension,District D,ACC6509985983,2025-01-31,2997.56,0
BEN01725,Scholarship,District E,ACC7092693247,2025-01-31,4995.11,0
BEN00915,Scholarship,District E,ACC3214080278,2025-01-31,5002.31,0
BEN00958,Scholarship,District E,ACC1589582865,2025-01-31,5002.82,0
BEN00913,Scholarship,District A,ACC1194576436,2025-01-31,5005.49,0
BEN00911,Old Age Pension,District A,ACC7481631841,2025-01-31,1999.64,0
BEN00961,Old Age Pension,District C,ACC3280805846,2025-01-31,2011.12,0
BEN01880,Scholarship,District A,ACC3484872186,2025-01-31,4994.64,0
BEN00655,Old Age Pension,District A,ACC6795522649,2025-01-31,2001.41,0
BEN01409,Scholarship,District C,ACC7598745558,2025-01-31,5003.12,0
BEN01808,Widow Pension,District C,ACC6287793163,2025-01-31,2494.68,0
BEN00685,Scholarship,District A,ACC5578056564,2025-01-31,5008.48,0
BEN00687,Old Age Pension,District E,ACC8208584394,2025-01-31,1996.7,0
BEN01883,Old Age Pension,District B,ACC6947080764,2025-01-31,1992.15,0
BEN01721,Disability Pension,District C,ACC3923823693,2025-01-31,3005.39,0
BEN00950,Disability Pension,District E,ACC9504724761,2025-01-31,2993.05,0
BEN01703,Disability Pension,District B,ACC3780439666,2025-01-31,3001.09,0
BEN00080,Disability Pension,District D,ACC1519709079,2025-01-31,2996.8,0
BEN00797,Disability Pension,District A,ACC9581991473,2025-01-31,2998.3,0
BEN01713,Old Age Pension,District B,ACC9539945315,2025-01-31,1998.15,0
BEN01887,Widow Pension,District C,ACC9463197203,2025-01-31,2501.94,0
BEN01803,Widow Pension,District E,ACC1011759631,2025-01-31,2494.94,0
BEN01711,Old Age Pension,District C,ACC5759272717,2025-01-31,1991.35,0
BEN00931,Widow Pension,District B,ACC3923699745,2025-01-31,2497.65,0
BEN00674,Widow Pension,District B,ACC4673457063,2025-01-31,2496.7,0
BEN00668,Old Age Pension,District C,ACC3178995337,2025-01-31,2008.5,0
BEN00800,Old Age Pension,District D,ACC8033062794,2025-01-31,2002.97,0
BEN00783,Widow Pension,District C,ACC7525240100,2025-01-31,2498.88,0
BEN00739,Widow Pension,District E,ACC7561728644,2025-01-31,2500.38,0
BEN01716,Widow Pension,District B,ACC2283298067,2025-01-31,2501.74,0
BEN00049,Scholarship,District E,ACC7010379415,2025-01-31,5003.26,0
BEN00802,Old Age Pension,District D,ACC5092199300,2025-01-31,2000.91,0
BEN00335,Widow Pension,District E,ACC6272000062,2025-01-31,2499.28,0
BEN00738,Old Age Pension,District A,ACC4586139213,2025-01-31,2005.5,0
BEN00944,Old Age Pension,District E,ACC7915226263,2025-01-31,1999.44,0
BEN00742,Scholarship,District A,ACC1205082311,2025-01-31,4993.61,0
BEN01884,Old Age Pension,District D,ACC4274374218,2025-01-31,1995.54,0
BEN00663,Scholarship,District B,ACC7977267911,2025-01-31,4998.63,0
BEN00949,Old Age Pension,District E,ACC6469458472,2025-01-31,2000.92,0
BEN00943,Old Age Pension,District E,ACC8272725281,2025-01-31,1997.87,0
BEN00872,Scholarship,District A,ACC3605585995,2025-01-31,5003.48,0
BEN00964,Disability Pension,District C,ACC7070083150,2025-01-31,2996.19,0
BEN00965,Old Age Pension,District E,ACC8375996697,2025-01-31,2001.84,0
BEN00699,Disability Pension,District D,ACC6214917780,2025-01-31,3010.15,0
BEN00885,Old Age Pension,District A,ACC7505693643,2025-01-31,2003.08,0
BEN00047,Disability Pension,District B,ACC2137651678,2025-01-31,2999.01,0
BEN00285,Disability Pension,District E,ACC4518871744,2025-01-31,2996.8,0
BEN01817,Disability Pension,District D,ACC7965608188,2025-01-31,3009.39,0
BEN00751,Old Age Pension,District A,ACC9481076448,2025-01-31,1988.64,0
BEN01903,Old Age Pension,District E,ACC2267619081,2025-01-31,1992.64,0
BEN01749,Disability Pension,District B,ACC4345526911,2025-01-31,3003.84,0
BEN00701,Widow Pension,District B,ACC1590838716,2025-01-31,2506.51,0
BEN01750,Widow Pension,District C,ACC7389111087,2025-01-31,2497.55,0
BEN00772,Old Age Pension,District B,ACC7627266377,2025-01-31,1996.22,0
BEN00771,Old Age Pension,District D,ACC7508522951,2025-01-31,2005.2,0
BEN00328,Widow Pension,District D,ACC8313706299,2025-01-31,2497.76,0
BEN01820,Disability Pension,District D,ACC1785418196,2025-01-31,3003.8,0
BEN01777,Disability Pension,District D,ACC1981049082,2025-01-31,3000.17,0
BEN00643,Old Age Pension,District D,ACC5789633176,2025-01-31,1996.05,0
BEN00986,Widow Pension,District A,ACC1799718923,2025-01-31,2501.1,0
BEN00034,Scholarship,District D,ACC6884882440,2025-01-31,5005.86,0
BEN01680,Widow Pension,District B,ACC4594787485,2025-01-31,2500.66,0
BEN00316,Disability Pension,District E,ACC1367704871,2025-01-31,2983.52,0
BEN00724,Old Age Pension,District B,ACC5523703900,2025-01-31,1998.9,0
BEN01687,Old Age Pension,District D,ACC7464468567,2025-01-31,2001.6,0
BEN00776,Old Age Pension,District C,ACC6720572969,2025-01-31,2004.48,0
BEN01870,Disability Pension,District C,ACC1805492785,2025-01-31,3006.72,0
BEN00892,Old Age Pension,District D,ACC5512036684,2025-01-31,2003.62,0
BEN00652,Disability Pension,District C,ACC2458198451,2025-01-31,2999.49,0
BEN00689,Scholarship,District D,ACC4750707607,2025-01-31,4998.36,0
BEN01692,Widow Pension,District B,ACC6797174636,2025-01-31,2504.97,0
BEN00902,Scholarship,District E,ACC6131005449,2025-01-31,5006.93,0
BEN00280,Widow Pension,District A,ACC5837082260,2025-01-31,2496.41,0
BEN00817,Disability Pension,District E,ACC1487258103,2025-01-31,3004.1,0
BEN01811,Old Age Pension,District D,ACC6542943838,2025-01-31,2001.84,0
BEN00899,Disability Pension,District D,ACC8575707116,2025-01-31,3000.66,0
BEN00897,Widow Pension,District C,ACC9085085822,2025-01-31,2492.77,0
BEN01690,Scholarship,District A,ACC7846365089,2025-01-31,5001.23,0
BEN00906,Scholarship,District A,ACC1510289448,2025-01-31,5003.69,0
BEN00693,Widow Pension,District D,ACC5028688786,2025-01-31,2503.34,0
BEN01901,Old Age Pension,District A,ACC2076151332,2025-01-31,1999.59,0
BEN00042,Scholarship,District A,ACC6649827836,2025-01-31,4991.09,0
BEN01739,Disability Pension,District B,ACC4655935832,2025-01-31,3005.05,0
BEN01836,Scholarship,District B,ACC5704029171,2025-01-31,5000.49,0
BEN01740,Widow Pension,District D,ACC3020939193,2025-01-31,2499.71,0
BEN01741,Scholarship,District D,ACC5600836559,2025-01-31,5002.09,0
BEN01812,Disability Pension,District A,ACC6638034087,2025-01-31,3001.22,0
BEN00086,Scholarship,District A,ACC1983297492,2025-01-31,4997.31,0
BEN00695,Widow Pension,District B,ACC4492602049,2025-01-31,2508.26,0
BEN00972,Old Age Pension,District D,ACC9974165440,2025-01-31,2006.3,0
BEN00970,Widow Pension,District B,ACC6674372082,2025-01-31,2497.01,0
BEN00056,Widow Pension,District C,ACC7567496105,2025-01-31,2499.66,0
BEN01224,Old Age Pension,District A,ACC8015124886,2025-01-31,2003.48,0
BEN01473,Scholarship,District A,ACC5141285960,2025-01-31,5010.48,0
BEN01975,Old Age Pension,District D,ACC7174772035,2025-01-31,1999.7,0
BEN01248,Scholarship,District A,ACC6634526139,2025-01-31,5001.12,0
BEN00025,Scholarship,District B,ACC2625792787,2025-01-31,5002.47,0
BEN01613,Old Age Pension,District B,ACC7872873371,2025-01-31,1997.1,0
BEN01944,Old Age Pension,District A,ACC6952291828,2025-01-31,2002.86,0
BEN00583,Scholarship,District D,ACC1288335378,2025-01-31,4995.44,0
BEN01105,Widow Pension,District E,ACC6887132821,2025-01-31,2501.82,0
BEN01250,Disability Pension,District A,ACC3045102506,2025-01-31,2997.98,0
BEN01328,Scholarship,District B,ACC8199372599,2025-01-31,5004.46,0
BEN00229,Old Age Pension,District D,ACC8737025391,2025-01-31,1999.9,0
BEN01610,Old Age Pension,District A,ACC1659663750,2025-01-31,1997.31,0
BEN00367,Scholarship,District B,ACC2250949136,2025-01-31,4996.49,1
BEN01109,Disability Pension,District C,ACC1654602021,2025-01-31,2991.63,0
BEN01559,Disability Pension,District D,ACC4325878813,2025-01-31,3010.96,0
BEN01607,Old Age Pension,District A,ACC2020262123,2025-01-31,2002.7,0
BEN01111,Old Age Pension,District D,ACC4579265601,2025-01-31,2000.33,0
BEN01560,Disability Pension,District C,ACC8991514523,2025-01-31,2997.64,0
BEN00457,Widow Pension,District E,ACC8556573246,2025-01-31,2497.25,0
BEN01974,Scholarship,District D,ACC5666504394,2025-01-31,5004.89,0
BEN01323,Scholarship,District A,ACC9557663181,2025-01-31,5001.64,0
BEN01254,Old Age Pension,District A,ACC1494287462,2025-01-31,1999.59,0
BEN01561,Widow Pension,District C,ACC5125568431,2025-01-31,2502.18,0
BEN01321,Disability Pension,District C,ACC8669484644,2025-01-31,3000.45,0
BEN00577,Scholarship,District A,ACC6276339732,2025-01-31,4994.47,0
BEN00386,Disability Pension,District C,ACC9935429720,2025-01-31,3002.57,0
BEN01949,Disability Pension,District E,ACC3207160929,2025-01-31,2996.46,0
BEN00368,Disability Pension,District B,ACC6289150149,2025-01-31,3000.62,0
BEN01181,Widow Pension,District C,ACC6655089949,2025-01-31,2513.31,0
BEN01257,Disability Pension,District D,ACC5982744929,2025-01-31,2996.96,0
BEN00452,Scholarship,District C,ACC1662976399,2025-01-31,5003.1,0
BEN00231,Widow Pension,District E,ACC9123612497,2025-01-31,2495.02,0
BEN00502,Old Age Pension,District A,ACC4145461251,2025-01-31,2009.66,0
BEN00120,Widow Pension,District E,ACC5160575046,2025-01-31,2502.51,0
BEN00102,Scholarship,District D,ACC2926780541,2025-01-31,4998.36,0
BEN00595,Widow Pension,District C,ACC1913706213,2025-01-31,2500.32,0
BEN01456,Scholarship,District A,ACC2761091683,2025-01-31,4997.15,0
BEN01624,Scholarship,District C,ACC2586568081,2025-01-31,5003.52,0
BEN01522,Old Age Pension,District B,ACC6496596008,2025-01-31,2004.08,0
BEN00172,Disability Pension,District A,ACC4993808565,2025-01-31,2993.73,0
BEN00594,Widow Pension,District A,ACC2510308881,2025-01-31,2500.81,0
BEN01622,Scholarship,District A,ACC6089026099,2025-01-31,4994.84,0
BEN01152,Widow Pension,District D,ACC7678067371,2025-01-31,2507.12,1
BEN01083,Widow Pension,District B,ACC9255898264,2025-01-31,2500.57,0
BEN01084,Scholarship,District E,ACC8933377472,2025-01-31,4996.01,0
BEN00591,Widow Pension,District A,ACC4096932037,2025-01-31,2492.25,0
BEN01086,Old Age Pension,District E,ACC1818112342,2025-01-31,2001.02,0
BEN01337,Scholarship,District E,ACC6204862411,2025-01-31,4997.39,0
BEN00449,Scholarship,District D,ACC2891100776,2025-01-31,5007.48,0
BEN01336,Disability Pension,District C,ACC7590302909,2025-01-31,2994.83,0
BEN01461,Old Age Pension,District A,ACC1446457642,2025-01-31,1993.53,0
BEN01091,Disability Pension,District D,ACC3058982440,2025-01-31,3007.4,0
BEN01183,Widow Pension,District C,ACC6618965944,2025-01-31,2504.28,0
BEN00389,Old Age Pension,District D,ACC5083595988,2025-01-31,1999.73,0
BEN00589,Old Age Pension,District A,ACC5819946657,2025-01-31,1998.04,0
BEN01335,Scholarship,District B,ACC4147025728,2025-01-31,4994.52,0
BEN01557,Disability Pension,District E,ACC1094115188,2025-01-31,3002.36,0
BEN00498,Old Age Pension,District E,ACC3698305085,2025-01-31,1998.76,0
BEN01333,Widow Pension,District B,ACC6880115912,2025-01-31,2500.59,0
BEN01463,Disability Pension,District B,ACC5281907480,2025-01-31,2995.86,0
BEN00027,Scholarship,District C,ACC8995970241,2025-01-31,4997.2,0
BEN01471,Scholarship,District C,ACC9911329062,2025-01-31,4998.0,0
BEN00212,Old Age Pension,District E,ACC8106906538,2025-01-31,2000.0,0
BEN00544,Old Age Pension,District A,ACC3846570058,2025-01-31,1995.72,0
BEN00487,Widow Pension,District D,ACC6313758032,2025-01-31,2496.12,0
BEN00562,Disability Pension,District B,ACC3163970710,2025-01-31,2999.62,0
BEN01293,Old Age Pension,District E,ACC5336127859,2025-01-31,1998.82,0
BEN00478,Old Age Pension,District A,ACC1614685938,2025-01-31,1999.95,0
BEN01491,Disability Pension,District E,ACC2407863065,2025-01-31,3000.79,0
BEN00559,Scholarship,District A,ACC7340428136,2025-01-31,4997.57,0
BEN01583,Widow Pension,District D,ACC5586143660,2025-01-31,2505.64,0
BEN00546,Old Age Pension,District E,ACC8674224347,2025-01-31,1999.89,0
BEN00019,Disability Pension,District E,ACC5710360983,2025-01-31,3000.43,0
BEN00485,Scholarship,District A,ACC8925520026,2025-01-31,5005.23,0
BEN00188,Disability Pension,District C,ACC6704841644,2025-01-31,3004.68,0
BEN00479,Widow Pension,District A,ACC6385791669,2025-01-31,2504.78,0
BEN00363,Scholarship,District E,ACC1674555072,2025-01-31,5000.9,0
BEN00746,Disability Pension,District B,ACC5911625145,2025-01-31,3003.22,1
BEN01285,Scholarship,District D,ACC3978287288,2025-01-31,4996.97,0
BEN01574,Widow Pension,District E,ACC3429019820,2025-01-31,2495.82,0
BEN01284,Disability Pension,District C,ACC6081137534,2025-01-31,2999.76,0
BEN01283,Old Age Pension,District B,ACC2311597141,2025-01-31,2010.28,0
BEN00572,Old Age Pension,District D,ACC6691628146,2025-01-31,1991.44,1
BEN00365,Disability Pension,District B,ACC5306459450,2025-01-31,3002.13,0
BEN01277,Disability Pension,District A,ACC6789292252,2025-01-31,3002.19,0
BEN00554,Old Age Pension,District B,ACC6043349038,2025-01-31,1991.97,0
BEN01580,Widow Pension,District A,ACC9103115140,2025-01-31,2498.82,0
BEN00218,Widow Pension,District A,ACC1855256552,2025-01-31,2499.6,0
BEN00551,Widow Pension,District D,ACC1110724913,2025-01-31,2498.6,0
BEN00553,Widow Pension,District D,ACC2390587865,2025-01-31,2497.91,0
BEN01506,Widow Pension,District C,ACC1276905285,2025-01-31,2499.6,0
BEN00007,Old Age Pension,District A,ACC1127978094,2025-01-31,2002.22,0
BEN00190,Disability Pension,District E,ACC6493800024,2025-01-31,2995.39,0
BEN01137,Scholarship,District B,ACC7556078550,2025-01-31,4992.79,0
BEN01472,Old Age Pension,District C,ACC3438771483,2025-01-31,1994.83,0
BEN01973,Widow Pension,District B,ACC5750815980,2025-01-31,2503.83,0
BEN00517,Scholarship,District C,ACC3304560537,2025-01-31,4998.95,0
BEN00359,Disability Pension,District A,ACC3667292043,2025-01-31,3000.25,0
BEN00385,Widow Pension,District D,ACC7415801613,2025-01-31,2503.97,0
BEN01121,Disability Pension,District D,ACC4282810353,2025-01-31,2997.5,0
BEN00225,Scholarship,District C,ACC7519578899,2025-01-31,5001.44,0
BEN00179,Disability Pension,District B,ACC2145921803,2025-01-31,3000.45,0
BEN00685,Scholarship,District A,ACC5578056564,2025-01-31,5000.0,1
BEN00467,Old Age Pension,District E,ACC5492496998,2025-01-31,1991.6,0
BEN01510,Disability Pension,District E,ACC7759781156,2025-01-31,2996.77,0
BEN01309,Widow Pension,District B,ACC9546021691,2025-01-31,2494.93,0
BEN01127,Scholarship,District B,ACC2602884797,2025-01-31,4993.13,0
BEN01564,Disability Pension,District E,ACC9369574998,2025-01-31,3001.92,0
BEN01128,Scholarship,District E,ACC3095318649,2025-01-31,4996.97,0
BEN00213,Disability Pension,District E,ACC7292076361,2025-01-31,2998.97,0
BEN00339,Widow Pension,District E,ACC2178158203,2025-01-31,2500.0,1
BEN00379,Old Age Pension,District A,ACC1306702926,2025-01-31,2005.07,0
BEN01130,Scholarship,District C,ACC7664258343,2025-01-31,4998.62,0
BEN00223,Widow Pension,District E,ACC2047905204,2025-01-31,2497.28,0
BEN01262,Disability Pension,District C,ACC9715314442,2025-01-31,2990.68,0
BEN00568,Disability Pension,District B,ACC9202102595,2025-01-31,3005.11,0
BEN01307,Widow Pension,District A,ACC8382963909,2025-01-31,2504.51,0
BEN01481,Old Age Pension,District D,ACC1667483244,2025-01-31,2001.16,0
BEN00008,Disability Pension,District D,ACC1939042955,2025-01-31,2993.23,0
BEN01485,Disability Pension,District D,ACC7596745715,2025-01-31,2995.08,0
BEN01588,Disability Pension,District E,ACC9094089209,2025-01-31,3005.44,0
BEN00565,Scholarship,District C,ACC5140460939,2025-01-31,5002.78,0
BEN01629,Scholarship,District E,ACC3866755218,2025-01-31,5003.9,0
BEN00217,Old Age Pension,District C,ACC8184602688,2025-01-31,1999.89,0
BEN01640,Widow Pension,District B,ACC8547068234,2025-01-31,2501.41,0
BEN00246,Old Age Pension,District B,ACC3980491761,2025-01-31,2003.51,0
BEN00521,Disability Pension,District B,ACC9333490239,2025-01-31,2998.18,0
BEN00029,Widow Pension,District C,ACC4026113008,2025-01-31,2493.75,0
BEN01923,Disability Pension,District E,ACC7135394336,2025-01-31,2991.23,0
BEN01376,Widow Pension,District C,ACC6944371787,2025-01-31,2505.16,0
BEN01986,Scholarship,District A,ACC5067245523,2025-01-31,4998.89,0
BEN00410,Disability Pension,District C,ACC7981077394,2025-01-31,3004.68,0
BEN00096,Scholarship,District C,ACC7146318035,2025-01-31,5000.55,0
BEN00373,Widow Pension,District A,ACC5010075517,2025-01-31,2497.57,0
BEN01420,Old Age Pension,District C,ACC5998623100,2025-01-31,2005.37,0
BEN01436,Scholarship,District D,ACC7321180787,2025-01-31,5002.35,0
BEN00616,Old Age Pension,District D,ACC3653594796,2025-01-31,2003.55,0
BEN00348,Widow Pension,District D,ACC3051831252,2025-01-31,2492.0,0
BEN01929,Disability Pension,District B,ACC8137764127,2025-01-31,3001.91,0
BEN01925,Old Age Pension,District E,ACC1558631501,2025-01-31,1999.03,0
BEN00508,Widow Pension,District E,ACC4566852761,2025-01-31,2497.41,0
BEN01053,Disability Pension,District D,ACC1067198189,2025-01-31,3005.93,0
BEN01526,Disability Pension,District D,ACC9544423456,2025-01-31,2995.57,0
BEN00518,Widow Pension,District E,ACC7248258423,2025-01-31,2491.13,0
BEN01369,Scholarship,District A,ACC3791815554,2025-01-31,4991.21,0
BEN00003,Disability Pension,District A,ACC1958682846,2025-01-31,3004.52,0
BEN00199,Disability Pension,District E,ACC2094024844,2025-01-31,2993.25,0
BEN00001,Widow Pension,District C,ACC9697354961,2025-01-31,2498.38,0
BEN01396,Disability Pension,District B,ACC4308701294,2025-01-31,2996.47,0
BEN01649,Scholarship,District C,ACC1287814151,2025-01-31,4996.86,0
BEN01927,Disability Pension,District C,ACC6714723660,2025-01-31,2998.16,0
BEN01543,Old Age Pension,District C,ACC7839819230,2025-01-31,2004.72,0
BEN00014,Widow Pension,District B,ACC8293453178,2025-01-31,2495.91,0
BEN00520,Widow Pension,District B,ACC7805633786,2025-01-31,2503.63,0
BEN00415,Old Age Pension,District E,ACC8293928340,2025-01-31,2001.57,0
BEN00396,Widow Pension,District C,ACC6726515966,2025-01-31,2505.71,0
BEN01926,Old Age Pension,District C,ACC2095286033,2025-01-31,1997.74,0
BEN01989,Old Age Pension,District E,ACC3201397080,2025-01-31,1991.72,0
BEN00161,Old Age Pension,District D,ACC8478529823,2025-01-31,1999.12,0
BEN00374,Old Age Pension,District C,ACC2825957977,2025-01-31,1991.67,0
BEN01041,Scholarship,District C,ACC3316277000,2025-01-31,4993.54,0
BEN01647,Widow Pension,District A,ACC3693916084,2025-01-31,2501.41,0
BEN01530,Scholarship,District D,ACC6963052185,2025-01-31,4996.69,0
BEN01226,Disability Pension,District E,ACC3828935922,2025-01-31,3002.53,0
BEN00511,Scholarship,District E,ACC5135595227,2025-01-31,5006.9,0
BEN01630,Disability Pension,District A,ACC9958044697,2025-01-31,3008.52,0
BEN01201,Scholarship,District A,ACC5625342041,2025-01-31,4996.82,0
BEN00030,Old Age Pension,District B,ACC9786748825,2025-01-31,2001.89,0
BEN01394,Old Age Pension,District C,ACC3933213766,2025-01-31,1995.37,0
BEN00097,Widow Pension,District D,ACC7114223633,2025-01-31,2508.04,0
BEN00507,Disability Pension,District C,ACC9218363978,2025-01-31,2995.65,0
BEN00417,Scholarship,District C,ACC5975196341,2025-01-31,4998.54,0
BEN01440,Old Age Pension,District D,ACC2382129132,2025-01-31,1996.59,0
BEN00166,Widow Pension,District E,ACC5931025271,2025-01-31,2504.53,0
BEN00100,Disability Pension,District B,ACC4700855390,2025-01-31,2998.63,0
BEN00124,Old Age Pension,District D,ACC7803990970,2025-01-31,2005.29,0
BEN01357,Disability Pension,District D,ACC1039887139,2025-01-31,2997.94,0
BEN01406,Scholarship,District C,ACC2191714875,2025-01-31,5000.93,0
BEN01553,Widow Pension,District B,ACC5297902885,2025-01-31,2501.96,0
BEN01451,Old Age Pension,District D,ACC5329194647,2025-01-31,1996.4,0
BEN00601,Widow Pension,District B,ACC8761956684,2025-01-31,2498.91,0
BEN01036,Widow Pension,District A,ACC4302709858,2025-01-31,2496.09,0
BEN01215,Old Age Pension,District D,ACC6336171726,2025-01-31,1996.75,0
BEN01351,Widow Pension,District D,ACC6300607425,2025-01-31,2494.04,0
BEN01632,Widow Pension,District C,ACC3532855799,2025-01-31,2497.99,0
BEN00617,Widow Pension,District E,ACC3894673596,2025-01-31,2497.88,0
BEN01979,Scholarship,District E,ACC7638836058,2025-01-31,5009.11,0
BEN01349,Old Age Pension,District D,ACC2075413763,2025-01-31,2001.09,0
BEN01454,Old Age Pension,District D,ACC7287517250,2025-01-31,1998.54,0
BEN01631,Disability Pension,District A,ACC7620473079,2025-01-31,2990.61,0
BEN01348,Widow Pension,District D,ACC8106401208,2025-01-31,2505.94,0
BEN00503,Widow Pension,District A,ACC6562457052,2025-01-31,2497.92,0
BEN00238,Disability Pension,District C,ACC3691864041,2025-01-31,2997.45,0
BEN00002,Old Age Pension,District E,ACC2181241943,2025-01-31,1997.85,0
BEN01656,Scholarship,District E,ACC7910439839,2025-01-31,5001.78,0
BEN01062,Disability Pension,District A,ACC6244338653,2025-01-31,2996.98,0
BEN00441,Widow Pension,District A,ACC8625905455,2025-01-31,2503.38,0
BEN00434,Widow Pension,District D,ACC4524233168,2025-01-31,2502.43,0
BEN01538,Scholarship,District A,ACC1430073711,2025-01-31,5003.84,0
BEN00405,Widow Pension,District C,ACC2388450337,2025-01-31,2496.56,0
BEN00099,Old Age Pension,District E,ACC1422701550,2025-01-31,1998.64,0
BEN00436,Widow Pension,District D,ACC7608153267,2025-01-31,2497.63,0
BEN01056,Widow Pension,District E,ACC1209063208,2025-01-31,2501.96,0
BEN01024,Widow Pension,District C,ACC8760642358,2025-01-31,2492.9,0
BEN01057,Disability Pension,District E,ACC4180599722,2025-01-31,3005.99,0
BEN00506,Widow Pension,District A,ACC9467483275,2025-01-31,2491.1,0
BEN00604,Disability Pension,District A,ACC6069848439,2025-01-31,3002.43,0
BEN01416,Old Age Pension,District D,ACC4181102664,2025-01-31,1996.74,0
BEN01214,Scholarship,District A,ACC9455610447,2025-01-31,5001.76,0
BEN01550,Old Age Pension,District C,ACC1387652480,2025-01-31,1995.69,0
BEN01021,Old Age Pension,District E,ACC2947476917,2025-01-31,1998.13,0
BEN00530,Old Age Pension,District E,ACC3115806625,2025-01-31,1996.72,0
BEN01060,Old Age Pension,District C,ACC2242377075,2025-01-31,2002.09,0
BEN01020,Disability Pension,District D,ACC4473306055,2025-01-31,3000.85,0
BEN01235,Widow Pension,District E,ACC9780187424,2025-01-31,2509.1,0
BEN01551,Old Age Pension,District D,ACC1939777262,2025-01-31,2007.67,0
BEN00623,Scholarship,District D,ACC2846465000,2025-01-31,5003.02,0
BEN01444,Disability Pension,District D,ACC4873807154,2025-01-31,3006.24,0
BEN01038,Old Age Pension,District A,ACC6937704752,2025-01-31,2006.27,0
BEN00844,Old Age Pension,District D,ACC3758823240,2025-02-01,2003.49,0
BEN00516,Widow Pension,District D,ACC5354747485,2025-02-01,2490.68,0
BEN01863,Scholarship,District E,ACC6761084958,2025-02-01,4999.57,0
BEN01505,Disability Pension,District C,ACC4490722186,2025-02-01,2994.2,0
BEN01673,Old Age Pension,District A,ACC8477300991,2025-02-01,2002.14,1
BEN01272,Disability Pension,District C,ACC8999963054,2025-02-01,3000.9,0
BEN01502,Scholarship,District C,ACC1561417687,2025-02-01,4997.85,0
BEN01752,Scholarship,District D,ACC3725152347,2025-02-01,5010.19,0
BEN01751,Widow Pension,District A,ACC6054421752,2025-02-01,2496.34,0
BEN00125,Widow Pension,District B,ACC1676168421,2025-02-01,2499.46,0
BEN00483,Scholarship,District E,ACC7818568548,2025-02-01,4999.27,0
BEN01278,Old Age Pension,District E,ACC8926438617,2025-02-01,2004.34,0
BEN01219,Disability Pension,District C,ACC3343459102,2025-02-01,2996.46,0
BEN00722,Widow Pension,District B,ACC2878930355,2025-02-01,2502.71,0
BEN00704,Old Age Pension,District B,ACC2617999521,2025-02-01,2000.08,0
BEN01533,Old Age Pension,District C,ACC8638763775,2025-02-01,1996.71,0
